transaction_id,product_name,product_price,transaction_date,customer_id,customer_name,customer_email,customer_country,customer_postal_code,customer_age
884,Spinach Feta Wraps,854.32,8/9/2020,475,Meryl Bodechon,mbodechond6@sfgate.com,Indonesia,,85
821,Sweet Potato Tots,860.02,11/13/2020,476,Caria Gwatkins,cgwatkinsd7@goo.gl,Niger,,68
575,Travel Mug with Leak-Proof Lid,157.86,2/28/2020,477,Benjamen Shemelt,bshemeltd8@ovh.net,China,,60
127,Outdoor Adventure Kit,463.97,1/18/2020,478,Hernando Izkovicz,hizkoviczd9@slate.com,Guadeloupe,97188 CEDEX,32
858,Honey Lemon Tea,184.95,2/3/2020,479,Wylie Tubbs,wtubbsda@arizona.edu,Colombia,252257,33
203,Organic Coconut Sugar,48.12,2/20/2020,480,Sandra Corington,scoringtondb@google.nl,Peru,,18
467,Infrared Space Heater,428.99,5/6/2020,481,Tabby MacNess,tmacnessdc@weather.com,Switzerland,8411,40
948,Honey Sriracha Chicken Bites,692.01,9/23/2020,482,Loren Coplestone,lcoplestonedd@slate.com,Russia,658760,22
521,Peanut Butter Filled Pretzels,470.15,5/13/2020,483,Lauraine Breach,lbreachde@nba.com,Mexico,56528,62
105,Lemon Garlic Shrimp,217.22,5/1/2020,484,Lilllie Treagust,ltreagustdf@msn.com,Indonesia,,32
262,Garden Tool Belt,131.68,9/19/2020,485,Ardisj Gillett,agillettdg@reference.com,Brazil,58135-000,33
368,Bamboo Utensil Set,750.2,1/28/2020,486,Harrison Morbey,hmorbeydh@posterous.com,Indonesia,,23
173,Travel Size Toiletry Bottles,229.92,6/18/2020,487,Novelia Bushaway,nbushawaydi@ftc.gov,Brazil,15950-000,18
789,Honey mustard chicken tenders,914.31,9/18/2020,488,Dalton Ealden,dealdendj@digg.com,Philippines,6419,62
596,Gluten-Free Pancake Mix,739.71,1/9/2020,489,Brock Fitter,bfitterdk@bluehost.com,Mexico,30509,73
793,Patterned Knit Scarf,208.57,1/19/2020,490,Northrup Tallman,ntallmandl@t.co,Czech Republic,294 21,61
795,Wine Glasses,364.52,1/27/2020,491,Leeanne Pett,lpettdm@mediafire.com,Brazil,13840-000,28
827,Kids' Outdoor Explorer Kit,387.5,4/30/2020,492,Becky Rennison,brennisondn@hatena.ne.jp,China,,28
285,Sliced Ham,430.46,11/9/2020,493,Tarah Dickie,tdickiedo@usa.gov,Russia,416305,71
950,Skincare Set,424.21,4/13/2020,494,Niles Brilleman,nbrillemandp@qq.com,China,,38
682,Self-Stirring Mug,291.08,11/2/2020,495,Alice Arpin,aarpindq@elegantthemes.com,China,,56
826,Travel Beach Blanket,841.56,3/25/2020,496,Toinette Kettlestringe,tkettlestringedr@amazon.co.uk,France,94174 CEDEX,53
112,Pet Hair Vacuum Cleaner Attachment,383.3,4/7/2020,497,Lily Jeratt,ljerattds@indiatimes.com,Indonesia,,84
450,Athletic Sports Bra,772.84,11/6/2020,498,Bianka Gheraldi,bgheraldidt@netscape.com,Poland,08-108,65
691,Peach Slices (canned),400.47,7/24/2020,499,Archie Kuhl,akuhldu@harvard.edu,Indonesia,,31
216,Canned Sardines,107.96,12/9/2020,500,Brandi Alleyn,balleyndv@ow.ly,France,49937 CEDEX 9,61
850,Cinnamon Sugar Popcorn,932.38,6/18/2020,501,Bale Pendrill,bpendrilldw@flickr.com,Bulgaria,4225,21
134,Sweet Potato Chips,950.02,4/17/2020,502,Dix O'Bradain,dobradaindx@netlog.com,China,,34
779,Essential White Button-Up,61.36,4/24/2020,503,Odelinda Conti,ocontidy@facebook.com,China,,39
427,Buffalo Wing Sauce,157.65,2/17/2020,504,Melony Muress,mmuressdz@prnewswire.com,Philippines,8301,68
767,Dark Chocolate Covered Pretzels,560.96,9/22/2020,505,Tobe Keilty,tkeiltye0@altervista.org,Russia,141146,29
253,Maple Breakfast Sausage,933.37,5/13/2020,506,Davie Kent,dkente1@studiopress.com,Lebanon,,79
759,Comfy Slippers,458.51,7/11/2020,507,Chevalier Turle,cturlee2@washington.edu,Ukraine,,55
464,Garden Tool Belt,561.57,12/22/2020,508,Vanny Normanville,vnormanvillee3@google.it,Portugal,4650-530,43
890,Spaghetti and Meatball Dinner Kit,265.33,9/26/2020,509,Susie Leiden,sleidene4@macromedia.com,China,,18
779,Car Windshield Sun Shade,431.52,5/7/2020,510,Dominique Mellers,dmellerse5@technorati.com,Indonesia,,21
639,Pet Reflective Vest,375.81,8/20/2020,511,Sim Skippings,sskippingse6@un.org,China,,34
322,Peanut Butter Granola,949.58,6/16/2020,512,Talbot O'Kane,tokanee7@howstuffworks.com,Argentina,3636,50
470,Smart WiFi Plug,207.98,10/13/2020,513,Rich Sommerton,rsommertone8@delicious.com,Canada,J0A,56
604,Roasted Red Pepper Hummus,6.28,10/22/2020,514,Althea Pascoe,apascoee9@squarespace.com,China,,62
220,LED Desk Lamp,525.7,8/21/2020,515,Carly Bettaney,cbettaneyea@skype.com,Argentina,2152,25
466,Throw Pillow Covers,895.65,8/29/2020,516,Josefina Causbey,jcausbeyeb@smh.com.au,France,67975 CEDEX 9,58
630,Granola,485.87,2/1/2020,517,Oates Scothern,oscothernec@jiathis.com,Indonesia,,37
621,Lentil Pasta,733.51,2/26/2020,518,Tyson Martinat,tmartinated@reverbnation.com,Portugal,2000-355,42
360,Window A/C Unit,843.63,1/22/2020,519,Dolores Heck,dheckee@yelp.com,Portugal,3550-053,55
179,Pasta Primavera Kit,42.4,4/9/2020,520,Trumaine Stileman,tstilemanef@devhub.com,France,61042 CEDEX,73
509,Peach Mango Smoothie,325.47,6/16/2020,521,Ainsley Bowes,aboweseg@netscape.com,France,61304 CEDEX,32
632,Comfy Slippers,86.56,11/20/2020,522,Maddie Rudsdale,mrudsdaleeh@toplist.cz,Chile,,56
471,Puzzle Game Set,602.96,5/7/2020,523,Berri O'Carrol,bocarrolei@e-recht24.de,Greece,,63
224,Thermostatic Shower Valve Kit,806.57,11/11/2020,524,Dicky Kinny,dkinnyej@dailymail.co.uk,Russia,422986,63
341,Coconut Cream Pie,872.63,8/28/2020,525,Sheri Robins,srobinsek@cnet.com,Uruguay,,28
528,Thermostatic Shower Valve Kit,359.07,3/20/2020,526,Patti Jankiewicz,pjankiewiczel@amazon.co.uk,Costa Rica,21001,82
930,Tailored Dress Pants,603.46,4/3/2020,527,Ewan Bradder,ebradderem@webmd.com,Portugal,3740-228,60
405,Decorative LED Neon Sign,529.46,1/1/2020,528,Cherida Leaver,cleaveren@wikipedia.org,Brazil,88350-000,28
693,Herb Drying Rack,559.41,3/9/2020,529,Greer Perch,gpercheo@ifeng.com,Colombia,052027,45
780,Feta Cheese Crumbles,712.24,9/10/2020,530,Farrah Knowller,fknowllerep@com.com,Colombia,175007,42
324,Beef Chili,389.3,11/21/2020,531,Franz Deluze,fdeluzeeq@ox.ac.uk,Sweden,791 96,53
775,Sea Salt Tortilla Chips,682.63,5/21/2020,532,Sheridan Binks,sbinkser@amazon.com,Portugal,6185-302,21
514,Compressible Packing Cubes,265.35,9/6/2020,533,Hagan Sprowson,hsprowsones@nbcnews.com,Brazil,44900-000,37
356,Avocado Oil Mayo,152.92,8/17/2020,534,Pablo Hosier,phosieret@pcworld.com,Japan,345-0036,38
914,Spicy Hummus,98.55,2/18/2020,535,Brandyn Hellicar,bhellicareu@omniture.com,Brazil,58928-000,56
572,Wall Planner,228.7,9/4/2020,536,Tybie Jagson,tjagsonev@imdb.com,Brazil,14470-000,52
267,High-Speed HDMI Cable,164.41,5/29/2020,537,Shelly Tarborn,starbornew@irs.gov,China,,46
995,Gardening Gloves,450.54,3/5/2020,538,Lotte Fleote,lfleoteex@youku.com,Philippines,4332,27
241,Foldable Picnic Table,160.05,6/2/2020,539,Slade Stilgoe,sstilgoeey@wunderground.com,China,,23
191,Portable Phone Charger,853.08,7/3/2020,540,Remington Brucker,rbruckerez@hexun.com,China,,29
837,Wireless Wi-Fi Extender,706.01,10/1/2020,541,Debby Kenyam,dkenyamf0@mit.edu,New Caledonia,98880,38
217,Sooji (Semolina),480.1,11/17/2020,542,Haleigh Bamforth,hbamforthf1@wisc.edu,Indonesia,,83
482,Waffle Maker,938.16,5/10/2020,543,Edward Josefer,ejoseferf2@senate.gov,Azerbaijan,,37
515,Pet Hair Removal Roller,969.34,9/29/2020,544,Malena Vinter,mvinterf3@opera.com,Russia,404109,43
846,Magic Color-Changing Mug,651.73,1/24/2020,545,Cornelius L'Homme,clhommef4@twitter.com,Peru,,26
249,Shoe Organizer,84.63,6/4/2020,546,Rocky Yosevitz,ryosevitzf5@booking.com,China,,82
924,Frozen Spinach,964.03,9/16/2020,547,Antonius Burgett,aburgettf6@barnesandnoble.com,China,,35
130,Lemon Lime Sparkling Water,142.35,12/20/2020,548,Josefina Reinisch,jreinischf7@techcrunch.com,Ecuador,,22
847,Italian Breadsticks,727.75,8/17/2020,549,Brana Madelin,bmadelinf8@google.it,Uganda,,79
790,Organic Spinach,785.33,5/13/2020,550,Elyse Pimme,epimmef9@list-manage.com,Indonesia,,77
385,Kettle BBQ Grill,642.24,5/23/2020,551,Ryun Anyene,ranyenefa@ucla.edu,Poland,60-763,63
623,Apple Sauce,549.36,8/31/2020,552,Man Fluger,mflugerfb@e-recht24.de,Indonesia,,75
814,Electric Egg Cooker,147.95,11/6/2020,553,Winfield Foulser,wfoulserfc@ed.gov,Brazil,17860-000,40
293,Field Journal,31.92,5/28/2020,554,Brit Redfield,bredfieldfd@squarespace.com,Philippines,6529,79
904,Craft Beer Mustard,400.93,12/16/2020,555,Karine Aizlewood,kaizlewoodfe@drupal.org,Poland,97-350,69
691,Lemon Herb Grilled Chicken,892.34,4/26/2020,556,Monah Heinsh,mheinshff@shinystat.com,Ecuador,,19
466,Athletic Compression Tights,509.45,8/23/2020,557,Donna Barford,dbarfordfg@sitemeter.com,Colombia,473029,48
104,Watercolor Paint Set,619.52,2/27/2020,558,Genna Gierck,ggierckfh@instagram.com,Micronesia,,47
692,Garlic Naan Bread,100.94,10/5/2020,559,Godfry Giurio,ggiuriofi@freewebs.com,China,,57
667,Stainless Steel Grater,332.3,8/26/2020,560,Issie Syers,isyersfj@elegantthemes.com,Albania,,74
491,Vintage Button-Down Shirt,841.53,4/6/2020,561,Arabele Shillitto,ashillittofk@fda.gov,Vietnam,,21
894,Crispy Onion Rings,650.84,12/30/2020,562,Nero Twaite,ntwaitefl@foxnews.com,China,,65
810,Maple Oatmeal,316.28,7/29/2020,563,Danette Prisley,dprisleyfm@bizjournals.com,Canada,L2N,24
782,Portable Air Compressor,17.52,7/26/2020,564,Julie Morena,jmorenafn@wsj.com,Peru,,75
901,Maple Almond Granola,747.16,8/28/2020,565,Anet Lusted,alustedfo@uol.com.br,Ukraine,,78
514,Multi-Cooker,817.52,7/6/2020,566,Lidia Abethell,labethellfp@jalbum.net,Ecuador,,58
197,Organic Green Apples,429.02,11/4/2020,567,Albina Hamper,ahamperfq@reference.com,Russia,366510,27
845,Coconut Curry Sauce,538.01,4/1/2020,568,Ricki Schwandner,rschwandnerfr@shutterfly.com,El Salvador,,55
874,Baking Soda,104.78,1/31/2020,569,Jacinda Binding,jbindingfs@dell.com,Bulgaria,2729,30
387,Wireless Wi-Fi Extender,240.24,9/1/2020,570,Norma Okenden,nokendenft@nih.gov,Philippines,6012,32
593,Insulated Wine Tote,456.94,1/16/2020,571,Hodge Turone,hturonefu@surveymonkey.com,Slovenia,5291,73
251,Silicone Baking Molds,91.13,5/11/2020,572,Aridatha Noe,anoefv@indiegogo.com,Croatia,32225,32
749,Buttermilk Pancakes,231.58,9/10/2020,573,Brand Maykin,bmaykinfw@github.io,China,,30
190,Beach Cover-Up,576.43,8/22/2020,574,Fredrick Swash,fswashfx@hp.com,China,,84
517,Cold Brew Coffee Concentrate,864.45,9/11/2020,575,Arley Dawidowitz,adawidowitzfy@unblog.fr,Uganda,,48
538,Pumpkin Spice Muffins,505.09,6/30/2020,576,Kala Forsyde,kforsydefz@senate.gov,Jordan,,24
573,Fitness Resistance Bands Kit,530.32,12/3/2020,577,Galven Griffitt,ggriffittg0@techcrunch.com,Chile,,27
556,Sesame Seeds,335.0,1/1/2020,578,Heath Slater,hslaterg1@salon.com,Thailand,30110,19
810,Pet Carrier,409.12,12/5/2020,579,Camey Walker,cwalkerg2@netvibes.com,Sweden,171 49,32
748,Almond Quinoa Salad,935.67,2/17/2020,580,Korry Mercey,kmerceyg3@craigslist.org,Brazil,17120-000,33
995,Bamboo Cutting Board Set,821.76,10/17/2020,581,Gennifer McCarrison,gmccarrisong4@pinterest.com,Poland,64-360,63
612,Voice-Controlled Speaker,93.21,3/13/2020,582,Abby Nibloe,anibloeg5@cdbaby.com,Kenya,,76
193,Cheese Stuffed Jalapenos,551.54,10/4/2020,583,Greg Hackforth,ghackforthg6@free.fr,Brazil,26100-000,25
614,Magnetic Chess Set,413.35,5/1/2020,584,Rufus Anders,randersg7@sina.com.cn,Czech Republic,506 01,45
168,Honey Garlic Sauce,194.77,2/12/2020,585,Leslie Harriot,lharriotg8@economist.com,China,,44
462,Classic Caesar Salad Kit,145.93,10/20/2020,586,Cherin Beazer,cbeazerg9@github.io,Indonesia,,68
581,Pocket Blanket,414.86,2/20/2020,587,Garrott Jurisch,gjurischga@huffingtonpost.com,Norway,3193,40
752,Basketball,107.5,3/8/2020,588,Diane-marie Mouget,dmougetgb@home.pl,China,,25
751,Indoor Plants,385.17,11/23/2020,589,Stephanie Symes,ssymesgc@rakuten.co.jp,Vietnam,,34
505,First Aid Kit,26.76,4/21/2020,590,Nonah Lantuff,nlantuffgd@cornell.edu,China,,75
169,Dried Fruit Medley,370.88,11/27/2020,591,Jared Tanzer,jtanzerge@zdnet.com,Indonesia,,62
433,Coconut Curry Lentils,984.25,9/5/2020,592,Oliviero Iron,oirongf@tiny.cc,Bolivia,,63
834,Turkey Bacon,35.82,2/3/2020,593,Ernesta Brandel,ebrandelgg@google.com.au,China,,68
517,Dried Fruit Medley,993.89,3/18/2020,594,Tobie Prevost,tprevostgh@unc.edu,Albania,,43
730,Tahini,552.4,11/10/2020,595,Kirsten Frankland,kfranklandgi@mlb.com,Japan,369-1241,23
982,Potting Soil,418.12,9/20/2020,596,Hadlee Pettet,hpettetgj@indiatimes.com,Indonesia,,65
998,Almond Joy Bars,167.72,8/5/2020,597,Torre Dodswell,tdodswellgk@illinois.edu,Philippines,7202,49
115,Coconut Curry Chicken,377.69,12/16/2020,598,Lacey Kynett,lkynettgl@blinklist.com,Philippines,1017,62
235,Car Emergency Kit,202.01,9/27/2020,599,Gerianna Fitzsymons,gfitzsymonsgm@bandcamp.com,Colombia,175007,85
297,Banana Nut Oatmeal Cups,399.55,1/22/2020,600,Darwin Senter,dsentergn@creativecommons.org,Colombia,191569,52
815,Maple Oatmeal,237.9,7/18/2020,601,Leesa Profit,lprofitgo@barnesandnoble.com,Japan,969-6142,54
801,Garden Hose Reel,401.64,8/29/2020,602,Chere Waszczykowski,cwaszczykowskigp@discovery.com,Thailand,66110,84
924,Almond Flour Cookies,509.23,5/9/2020,603,Jaclyn Cheavin,jcheavingq@si.edu,Philippines,2509,23
382,Garden Tool Set,106.67,6/20/2020,604,Gerek Reppaport,greppaportgr@altervista.org,Indonesia,,72
800,Wireless Earbuds,284.88,10/4/2020,605,Melvin Charge,mchargegs@buzzfeed.com,Mexico,92773,21
286,Red Lentil Pasta,225.83,9/7/2020,606,Annamarie Balloch,aballochgt@ifeng.com,Sweden,545 35,48
670,Pet Travel Backpack Carrier,81.96,11/30/2020,607,Ertha Tight,etightgu@oakley.com,Japan,319-1559,22
461,Oven-Baked Parmesan Zucchini,764.78,7/4/2020,608,Aeriel Fache,afachegv@miitbeian.gov.cn,Czech Republic,592 55,83
230,Herb Drying Rack,890.24,4/24/2020,609,Padriac Sayes,psayesgw@accuweather.com,Indonesia,,58
665,Almond Flour Pancake Mix,857.72,7/3/2020,610,Elia Borkett,eborkettgx@360.cn,Japan,999-8316,55
957,Outdoor Inflatable Pool,192.6,6/19/2020,611,Dian Acedo,dacedogy@pcworld.com,China,,42
132,Savory Oatmeal,360.94,9/10/2020,612,Beilul Muirhead,bmuirheadgz@earthlink.net,United States,10184,70
324,Fruit and Nut Medley,79.4,5/5/2020,613,Genni Ramiro,gramiroh0@github.com,Sweden,703 64,31
903,Customizable Photo Calendar,18.89,1/30/2020,614,Cob Rodnight,crodnighth1@squarespace.com,China,,42
132,Lemon Zest Olive Oil,235.25,6/18/2020,615,Estella Prudence,eprudenceh2@1und1.de,Philippines,6513,70
916,Californian Raisins,769.44,2/5/2020,616,Almeta Quernel,aquernelh3@amazon.de,Portugal,6060-089,31
778,Vegetable Fried Rice,995.35,6/28/2020,617,Carine Bewley,cbewleyh4@bigcartel.com,Canada,N9V,58
945,Bamboo Utensil Set,449.02,1/11/2020,618,Tudor MacAless,tmacalessh5@spotify.com,China,,46
960,Instant Camera,277.91,7/8/2020,619,Warner Pinnegar,wpinnegarh6@livejournal.com,Ukraine,,45
864,Sliced Olives,853.52,10/5/2020,620,Fay Donoghue,fdonoghueh7@gnu.org,China,,31
479,Gluten-Free Brownies,440.6,8/29/2020,621,Octavia Kobelt,okobelth8@devhub.com,Namibia,,26
107,Chipotle Lime Salsa,635.45,11/4/2020,622,Myrwyn Buncher,mbuncherh9@dell.com,Iran,,35
451,Garden Vegetable Soup,620.09,4/8/2020,623,Gerry MacAree,gmacareeha@odnoklassniki.ru,Croatia,23226,46
461,Kids' Outdoor Explorer Kit,741.29,3/21/2020,624,Ulberto McGaw,umcgawhb@ameblo.jp,Mexico,39271,36
416,Italian Pasta,505.7,12/1/2020,625,Ulrike Cookes,ucookeshc@slideshare.net,France,51715 CEDEX,48
374,Bluetooth Headphones,586.35,10/29/2020,626,Domini Coultass,dcoultasshd@irs.gov,Democratic Republic of the Congo,,79
506,Soft Plush Throw Blanket,95.11,8/15/2020,627,Thacher Crouch,tcrouchhe@jugem.jp,Uzbekistan,,57
184,Pineapple Teriyaki Chicken Mix,802.61,10/26/2020,628,Skyler Takle,staklehf@webeden.co.uk,Ukraine,,23
832,Coconut Curry Lentils,426.97,9/10/2020,629,Alissa Alyukin,aalyukinhg@unc.edu,Somalia,,42
680,Vintage Graphic Tee,95.5,8/30/2020,630,Grover Strauss,gstrausshh@scientificamerican.com,France,26029 CEDEX,22
119,DIY Candle Making Kit,826.52,5/18/2020,631,Madlin Mossdale,mmossdalehi@google.pl,China,,83
255,Cherry Almond Protein Bar,676.13,6/19/2020,632,Angela Dermot,adermothj@cdc.gov,Philippines,7020,72
374,Classic Beef Chili,221.73,1/21/2020,633,Lorilee Sheryn,lsherynhk@npr.org,Afghanistan,,42
157,Collapsible Folding Chair,717.91,9/3/2020,634,Herman Rollingson,hrollingsonhl@cmu.edu,North Korea,,49
194,Granola Bars,826.6,5/9/2020,635,Klement Giorgetti,kgiorgettihm@baidu.com,France,67029 CEDEX 1,32
567,Halloween Decoration Set,391.51,7/19/2020,636,Chevy Phelipeau,cphelipeauhn@acquirethisname.com,Colombia,478067,68
377,Children's Gardening Set,597.13,4/16/2020,637,Joshia Oxterby,joxterbyho@craigslist.org,Philippines,7114,58
883,Veggie Chips Variety Pack,558.67,11/5/2020,638,Delphine Brauninger,dbrauningerhp@psu.edu,Poland,34-382,72
336,Ice Cream,842.67,7/13/2020,639,Daisi Sisey,dsiseyhq@paginegialle.it,Azerbaijan,,73
969,Chipotle Sauce,744.93,6/22/2020,640,Whitaker Maryin,wmaryinhr@indiatimes.com,Indonesia,,47
766,Home Brewing Starter Kit,893.11,1/16/2020,641,Karlik Burgan,kburganhs@t.co,China,,44
358,LED Desk Lamp with USB Charging Port,606.61,7/20/2020,642,Hyacinthe Malthus,hmalthusht@senate.gov,Indonesia,,37
670,French Onion Dip,194.42,3/18/2020,643,Ganny Rollo,grollohu@topsy.com,France,49010 CEDEX 01,47
916,Digital Voice Recorder,712.69,10/18/2020,644,Legra Bugdale,lbugdalehv@samsung.com,Norway,7737,31
766,Cranberry Pecan Granola,74.06,9/8/2020,645,Carleton Gonthard,cgonthardhw@digg.com,Brazil,55385-000,76
869,Pizza Stone,325.93,3/23/2020,646,Aili Petrulis,apetrulishx@google.it,Philippines,3813,75
222,Adjustable Stand for Tablets and Smartphones,134.76,11/19/2020,647,Christi Norsister,cnorsisterhy@soundcloud.com,Poland,99-306,42
190,Waterproof Rain Boots,351.75,3/24/2020,648,Archambault Reary,arearyhz@cafepress.com,United States,32891,83
457,Organic Cucumber,769.16,4/5/2020,649,Shayna Grellis,sgrellisi0@bbc.co.uk,Russia,346530,78
472,Fresh Strawberries,295.21,7/2/2020,650,Tait Birkhead,tbirkheadi1@delicious.com,Sweden,392 30,62
668,Wireless Car Charger,614.99,11/6/2020,651,Kahlil Duchant,kduchanti2@google.com.hk,Peru,,25
746,Portable Camping Shower,295.85,3/17/2020,652,Bernadene Catlette,bcatlettei3@hexun.com,China,,23
841,Peanut Butter Protein Balls,841.53,11/21/2020,653,Tally Bissatt,tbissatti4@ezinearticles.com,France,78718 CEDEX,83
894,Rechargeable Hand Warmer,394.18,3/16/2020,654,Cesar Etherington,cetheringtoni5@imgur.com,China,,24
731,Laptop Backpack,811.03,11/4/2020,655,Kincaid Oki,kokii6@feedburner.com,China,,53
619,High-Pressure Handheld Shower Head,493.4,9/2/2020,656,Krysta Amorts,kamortsi7@yandex.ru,Russia,301259,63
898,Portable Ice Maker,146.16,5/22/2020,657,Alasteir Bicker,abickeri8@parallels.com,Venezuela,,42
819,Mini Projector for Smartphones,166.96,4/13/2020,658,Moyna Cops,mcopsi9@vinaora.com,Panama,,74
688,Halloween Decoration Set,169.83,7/2/2020,659,Iain Braidford,ibraidfordia@dion.ne.jp,Cameroon,,43
810,Spicy Tuna Salad,219.02,9/12/2020,660,Rosita Hambridge,rhambridgeib@goo.ne.jp,Mexico,51372,62
739,Whole Chicken,377.99,5/25/2020,661,Rich Crummay,rcrummayic@mozilla.com,Russia,678831,18
492,Frozen Salmon Filets,496.2,11/22/2020,662,Talyah Toner,ttonerid@about.com,Japan,574-0072,63
551,Suede Ankle Booties,583.8,8/18/2020,663,Saunder Shorte,sshorteie@tuttocitta.it,Sweden,531 85,45
960,Scented Soy Candles,470.0,3/30/2020,664,Happy Yve,hyveif@google.ca,Indonesia,,69
711,Smart Water Bottle,315.52,1/17/2020,665,Barnabe Franklyn,bfranklynig@discovery.com,Honduras,,35
381,Strawberry Fruit Spread,705.0,5/14/2020,666,Marabel Morrallee,mmorralleeih@nasa.gov,Zambia,,50
682,Cotton Quilted Throw Blanket,540.51,5/18/2020,667,Peyter Casemore,pcasemoreii@quantcast.com,China,,42
912,Pear and Gorgonzola Salad,573.07,4/28/2020,668,Osborne Margeram,omargeramij@miibeian.gov.cn,Ireland,P12,72
899,Almond Flour Cookies,177.15,5/27/2020,669,Mirabelle Arbon,marbonik@ox.ac.uk,Sierra Leone,,63
885,Vegan Chickpea Salad,40.21,1/19/2020,670,Terrie Heigho,theighoil@yahoo.com,Indonesia,,42
409,Bluetooth Tracker,902.43,9/20/2020,671,Angela Rugge,aruggeim@nytimes.com,China,,56
694,Blender Bottle,257.77,6/10/2020,672,Tim Cunniam,tcunniamin@fotki.com,Norway,8029,41
662,Dried Fruit Medley,736.85,1/14/2020,673,Vincenty Conkey,vconkeyio@icio.us,Iran,,41
547,Puzzle 3D Model Kit,200.11,7/24/2020,674,Steve Govern,sgovernip@usnews.com,China,,49
831,Pet Carrier,185.0,3/25/2020,675,Swen Kelby,skelbyiq@hostgator.com,Philippines,9216,61
668,Pet Travel Carrier,484.37,7/17/2020,676,Hector Denidge,hdenidgeir@columbia.edu,Madagascar,,46
480,Wall Art,90.99,3/16/2020,677,Justin Paprotny,jpaprotnyis@weebly.com,Czech Republic,411 12,41
231,Jalapeño Cornbread,919.28,9/19/2020,678,Jany Assard,jassardit@4shared.com,Nigeria,,70
755,Classic Cheeseburger Mix,443.81,10/20/2020,679,Sindee Ennever,senneveriu@flavors.me,Croatia,51219,62
129,Marinara Parmesan Baked Ziti,129.22,10/8/2020,680,Sheba Fance,sfanceiv@drupal.org,Albania,,74
819,Vegetarian Chili,394.6,4/19/2020,681,Vannie Lappin,vlappiniw@ox.ac.uk,Indonesia,,25
477,Mango Chia Pudding,525.12,1/4/2020,682,Raddie Alexsandrovich,ralexsandrovichix@cocolog-nifty.com,Philippines,5046,40
400,Herbal Garden Starter Kit,112.55,2/27/2020,683,Paulette Arrigucci,parrigucciiy@yahoo.com,Cuba,,74
879,Adjustable Resistance Bands,711.18,10/29/2020,684,Vale Whoolehan,vwhoolehaniz@illinois.edu,Indonesia,,57
461,Digital Voice Recorder,534.95,7/5/2020,685,Lacey Keavy,lkeavyj0@narod.ru,China,,28
242,Gardening Gloves with Claws,182.07,8/5/2020,686,Patty Gasker,pgaskerj1@omniture.com,Brazil,29560-000,50
402,Electric Food Slicer,536.0,12/4/2020,687,Eldridge Malyon,emalyonj2@go.com,China,,77
139,Avocados,154.76,11/30/2020,688,Giuditta Rapin,grapinj3@mapquest.com,Niger,,42
131,Asian Stir-Fry Vegetables,972.28,6/18/2020,689,Laughton Davidge,ldavidgej4@yellowpages.com,Russia,665212,41
592,Tailgating Set,335.78,4/25/2020,690,Vitia Smy,vsmyj5@odnoklassniki.ru,United States,70505,84
179,Bluetooth Headphones,241.76,11/25/2020,691,Horatius Amort,hamortj6@cnbc.com,China,,43
924,Kids' STEM Robotics Kit,166.3,12/2/2020,692,Annabell Laidlaw,alaidlawj7@mail.ru,Brazil,86390-000,77
188,Travel Eye Mask with Ear Plugs,372.29,4/26/2020,693,Claudian Heustice,cheusticej8@amazon.de,Canada,R3J,26
255,Tomato Paste,263.9,10/17/2020,694,Donnie McAllester,dmcallesterj9@merriam-webster.com,China,,82
942,Rechargeable Electric Toothbrush,837.27,8/23/2020,695,Romonda Medmore,rmedmoreja@geocities.jp,Portugal,8700-156,36
501,Portable Phone Charger,942.41,12/15/2020,696,Spence Desantis,sdesantisjb@free.fr,China,,24
762,Water Bottle with Built-in Fruit Infuser,658.51,8/29/2020,697,Domeniga Manoelli,dmanoellijc@trellian.com,Philippines,4023,49
174,Vegetable Samosas,906.01,4/27/2020,698,Cosetta Goode,cgoodejd@livejournal.com,China,,49
537,Frozen Acai Bowl,848.29,2/14/2020,699,Ofilia Gammack,ogammackje@sbwire.com,Japan,289-3182,32
394,Classic Pumps,982.96,8/26/2020,700,Maryjane Claughton,mclaughtonjf@usnews.com,Poland,86-230,29
903,Honey Butter Popcorn,701.51,12/4/2020,701,Carlyn Leipoldt,cleipoldtjg@redcross.org,Ukraine,,46
358,Ethical Wool Scarf,123.05,10/19/2020,702,Sherie Baudouin,sbaudouinjh@omniture.com,Ukraine,,40
792,Personal Blender with Cups,960.12,7/16/2020,703,Roseanne Lewsley,rlewsleyji@etsy.com,Philippines,9003,81
213,Honeycrisp Apple Chips,410.42,6/19/2020,704,Nathanial Borit,nboritjj@free.fr,Poland,64-140,37
165,Apple Sauce,45.78,12/29/2020,705,Tammie Sink,tsinkjk@blog.com,Indonesia,,21
441,Vegetable and Cheese Quesadillas,405.92,12/9/2020,706,Elisha Kerry,ekerryjl@wp.com,China,,37
426,Gardening Fairy Figurines,24.34,7/6/2020,707,Gregg Duckering,gduckeringjm@gravatar.com,Indonesia,,52
786,Noise Reduction Headphones,564.84,2/9/2020,708,Mame Guichard,mguichardjn@engadget.com,United States,68517,78
984,Personal Blender with Travel Lid,205.86,12/26/2020,709,Eran Hansod,ehansodjo@dagondesign.com,Indonesia,,27
622,Ginger Tea,187.02,9/28/2020,710,Aldin Figgen,afiggenjp@pinterest.com,Indonesia,,79
481,Athletic Sports Bra,624.72,10/3/2020,711,Eleanor Stolting,estoltingjq@house.gov,Brazil,49200-000,84
